replicateid,zone,population,access,beta,eir,pfpr2to10
14860,1,38186,0.616,0.25,18.77825,34.4457083333333
14847,1,38186,0.616,0.30,23.8262083333333,38.4733
14857,1,38186,0.616,0.35,27.4424166666667,41.6040333333333
14864,1,38186,0.616,0.40,33.5224666666667,44.139875
14865,1,38186,0.616,0.45,37.5371416666667,45.4828833333333
14858,1,38186,0.616,0.50,44.6153916666667,49.4178
14866,1,38186,0.616,0.55,51.3553,49.84285
14872,1,38186,0.616,0.60,55.6422583333333,52.14395
14873,1,38186,0.616,0.65,59.8738083333333,54.3287083333333
14856,1,38186,0.616,0.70,64.3405583333333,54.6557416666667
14862,1,38186,0.616,0.75,74.3062166666667,55.6917916666667
14869,1,38186,0.616,0.80,80.3074333333333,57.1957916666667
14870,1,38186,0.616,0.85,84.1787083333333,58.4926083333333
14863,1,38186,0.616,0.90,94.7695583333333,60.5480833333333
14871,1,38186,0.616,0.95,97.0820666666666,60.6918666666667
14878,1,38186,0.616,1.05,108.226333333333,61.6637166666667
14877,1,38186,0.616,1.00,102.618083333333,61.7665916666667
14868,1,38186,0.616,1.15,122.158583333333,62.704175
14861,1,38186,0.616,1.10,121.998916666667,63.4867666666667
14884,1,38186,0.616,1.25,129.451583333333,64.0319666666667
14891,1,38186,0.616,1.30,136.863583333333,64.6271583333333
14875,1,38186,0.616,1.20,130.527916666667,64.9989083333333
14892,1,38186,0.616,1.35,153.57425,65.62605
14893,1,38186,0.616,1.40,157.73325,66.4866583333333
14867,1,38186,0.616,1.45,167.211416666667,67.1293166666667
14874,1,38186,0.616,1.50,173.117916666667,67.62315
14879,1,38186,0.616,1.55,172.289416666667,67.6602083333333
14888,1,38186,0.616,1.60,182.930666666667,67.8128666666667
14895,1,38186,0.616,1.65,191.020833333333,68.0613166666667
14897,1,38186,0.616,1.75,200.74325,69.0492166666667
14896,1,38186,0.616,1.70,198.949583333333,69.3433583333333
14876,1,38186,0.633,0.00,0.0,0.0
16634,1,38186,0.633,0.016,0.0,0.0
16620,1,38186,0.633,0.014,0.0,0.0
16619,1,38186,0.633,0.013,0.0,0.0
16617,1,38186,0.633,0.011,0.0,0.0
16616,1,38186,0.633,0.01,0.0,0.0
16089,1,38186,0.633,0.01,0.0,0.0
16627,1,38186,0.633,0.015,0.0,0.0
16618,1,38186,0.633,0.012,0.0,0.0
16625,1,38186,0.633,0.018,0.166885083333333,0.987172166666667
16635,1,38186,0.633,0.017,0.19141775,1.46541216666667
16624,1,38186,0.633,0.019,0.25795525,2.15384666666667
16094,1,38186,0.633,0.02,0.36444025,2.41142208333333
16626,1,38186,0.633,0.021,0.460529416666667,3.36158916666667
16633,1,38186,0.633,0.023,0.527037083333333,3.36308416666667
16631,1,38186,0.633,0.022,0.505304583333333,3.74866
16628,1,38186,0.633,0.024,0.651585,4.45414916666667
16636,1,38186,0.633,0.025,0.749026833333333,5.21681
16642,1,38186,0.633,0.026,0.917195583333333,5.330415
16653,1,38186,0.633,0.027,0.893051666666667,5.61306333333333
16664,1,38186,0.633,0.029,1.01643708333333,5.79830583333333
16663,1,38186,0.633,0.028,0.8891465,6.18205916666667
16104,1,38186,0.633,0.03,1.03433333333333,6.46938166666667
16629,1,38186,0.633,0.032,1.0860375,6.91265833333333
16637,1,38186,0.633,0.034,1.42217833333333,6.9826425
16665,1,38186,0.633,0.031,1.10682583333333,7.2500175
16645,1,38186,0.633,0.035,1.34815416666667,7.31579
16671,1,38186,0.633,0.038,1.67638,7.55388416666667
16630,1,38186,0.633,0.033,1.38512083333333,7.8444225
16649,1,38186,0.633,0.036,1.44252083333333,7.88580333333333
16673,1,38186,0.633,0.039,1.724905,8.20864416666667
16666,1,38186,0.633,0.037,1.67405916666667,8.47544916666667
16110,1,38186,0.633,0.04,1.78187333333333,8.611635
14880,1,38186,0.633,0.05,2.44764166666667,10.4195616666667
16111,1,38186,0.633,0.06,3.121475,13.7848
16112,1,38186,0.633,0.07,3.7652575,15.6717883333333
16091,1,38186,0.633,0.08,4.69311416666667,17.6349416666667
14883,1,38186,0.633,0.10,6.35440416666667,19.5261166666667
16096,1,38186,0.633,0.09,5.38739416666667,19.5327083333333
14898,1,38186,0.633,0.15,10.4066,26.8549166666667
14905,1,38186,0.633,0.20,14.58845,30.6233666666667
14906,1,38186,0.633,0.25,18.90665,33.461275
14907,1,38186,0.633,0.30,25.901275,39.7153
14881,1,38186,0.633,0.35,28.3955666666667,42.2252166666667
14885,1,38186,0.633,0.40,33.735725,44.1887333333333
14886,1,38186,0.633,0.45,38.1530583333333,45.5193916666667
14882,1,38186,0.633,0.50,45.244525,48.7629416666667
14889,1,38186,0.633,0.55,49.1515666666667,49.8960833333333
14899,1,38186,0.633,0.60,57.0305083333333,52.9006333333333
14900,1,38186,0.633,0.65,62.7431333333333,53.2892
14887,1,38186,0.633,0.70,67.4890666666667,53.9925833333333
14890,1,38186,0.633,0.75,73.90085,56.5380333333333
14901,1,38186,0.633,0.80,79.3284916666667,57.820675
14918,1,38186,0.633,0.90,89.7463416666667,58.99715
14913,1,38186,0.633,0.85,81.5313833333333,59.069
14919,1,38186,0.633,0.95,95.5492,59.7575833333333
14920,1,38186,0.633,1.00,100.75475,61.3143833333333
14894,1,38186,0.633,1.05,108.046916666667,61.615175
14908,1,38186,0.633,1.15,118.13675,62.7838083333333
14921,1,38186,0.633,1.20,124.679333333333,63.0080666666667
14902,1,38186,0.633,1.10,119.930166666667,63.1715333333333
14922,1,38186,0.633,1.25,137.90375,64.431575
14923,1,38186,0.633,1.30,146.61175,65.8028666666667
14910,1,38186,0.633,1.40,150.431,66.2169083333333
14903,1,38186,0.633,1.35,150.74425,66.7569416666667
14911,1,38186,0.633,1.45,162.848583333333,67.1693166666667
14916,1,38186,0.633,1.55,172.981083333333,67.552375
14909,1,38186,0.633,1.50,175.4405,67.6339833333333
14929,1,38186,0.633,1.65,195.292666666667,68.2610583333333
14928,1,38186,0.633,1.60,178.872416666667,68.6230666666667
14915,1,38186,0.633,1.75,202.114916666667,69.569575
14904,1,38186,0.633,1.70,201.46,69.7999
16101,1,38186,0.634,0.01,0.0,0.0
14925,1,38186,0.634,0.00,0.0,0.0
16102,1,38186,0.634,0.02,0.44124975,3.09027333333333
16090,1,38186,0.634,0.03,1.025865,6.29730583333333
16095,1,38186,0.634,0.04,1.85844583333333,8.59040416666667
14926,1,38186,0.634,0.05,2.58543583333333,10.7715883333333
16099,1,38186,0.634,0.06,3.16589583333333,13.4076866666667
16113,1,38186,0.634,0.07,4.0744625,14.7749983333333
16116,1,38186,0.634,0.08,4.5548525,16.7103466666667
16118,1,38186,0.634,0.09,5.64510916666667,18.8575
14912,1,38186,0.634,0.10,6.32394666666667,19.6554166666667
14930,1,38186,0.634,0.15,10.7243083333333,26.1359916666667
14939,1,38186,0.634,0.20,15.2906833333333,31.2955916666667
14940,1,38186,0.634,0.25,19.5957333333333,34.3060333333333
14914,1,38186,0.634,0.30,23.7903083333333,38.3788
14924,1,38186,0.634,0.35,30.07275,42.9977083333333
14935,1,38186,0.634,0.40,32.493825,43.5660083333333
14936,1,38186,0.634,0.45,38.367025,45.574375
14917,1,38186,0.634,0.50,44.0921583333333,48.18505
14931,1,38186,0.634,0.55,52.1450583333333,50.1071416666667
14932,1,38186,0.634,0.60,53.8404833333333,50.16995
14933,1,38186,0.634,0.65,60.0525416666667,53.1233833333333
14941,1,38186,0.634,0.70,67.255925,54.364975
14950,1,38186,0.634,0.75,71.0934166666667,55.535975
14927,1,38186,0.634,0.85,84.874125,58.3791916666667
14951,1,38186,0.634,0.80,81.9330666666667,58.3951916666667
14938,1,38186,0.634,0.90,89.23765,58.4785
14946,1,38186,0.634,0.95,98.289425,59.835325
14947,1,38186,0.634,1.00,100.919,60.90085
14942,1,38186,0.634,1.10,114.63,61.752
14934,1,38186,0.634,1.05,110.709083333333,61.8526166666667
14949,1,38186,0.634,1.20,128.330833333333,63.4912
14948,1,38186,0.634,1.15,124.264416666667,63.9468
14945,1,38186,0.634,1.30,143.160666666667,64.875775
14937,1,38186,0.634,1.25,138.451666666667,64.9842333333333
14952,1,38186,0.634,1.35,152.8315,65.4946916666667
14953,1,38186,0.634,1.40,157.03575,65.7782
14955,1,38186,0.634,1.50,166.085166666667,66.6073666666667
14954,1,38186,0.634,1.45,166.043833333333,67.0713833333333
14956,1,38186,0.634,1.55,176.320416666667,67.47765
14959,1,38186,0.634,1.70,195.6545,67.6404666666667
14943,1,38186,0.634,1.65,195.537,68.0338833333333
14957,1,38186,0.634,1.75,203.190083333333,68.7807833333333
14944,1,38186,0.634,1.60,191.997333333333,69.5740166666667
16672,1,38186,0.718,0.01,0.0,0.0
16119,1,38186,0.718,0.01,0.0,0.0
16657,1,38186,0.718,0.015,0.0,0.0
16656,1,38186,0.718,0.014,0.0,0.0
16650,1,38186,0.718,0.018,0.0,0.0
16647,1,38186,0.718,0.017,0.0,0.0
16646,1,38186,0.718,0.016,0.0,0.0
16644,1,38186,0.718,0.011,0.0,0.0
16643,1,38186,0.718,0.012,0.0,0.0
14958,1,38186,0.718,0.00,0.0,0.0
16641,1,38186,0.718,0.013,0.0,0.0
16097,1,38186,0.718,0.02,0.1834285,1.20910875
16658,1,38186,0.718,0.019,0.252452416666667,1.42769708333333
16659,1,38186,0.718,0.021,0.354898166666667,2.2446475
16652,1,38186,0.718,0.023,0.569422583333333,2.98045333333333
16654,1,38186,0.718,0.024,0.562474333333333,3.08495416666667
16651,1,38186,0.718,0.022,0.51463525,3.1633875
16648,1,38186,0.718,0.026,0.666114666666667,4.18699416666667
16661,1,38186,0.718,0.027,0.83358525,4.21338916666667
16655,1,38186,0.718,0.025,0.654847583333333,4.44318333333333
16660,1,38186,0.718,0.028,0.812734583333333,4.81339583333333
16662,1,38186,0.718,0.029,0.984666583333333,5.55352166666667
16100,1,38186,0.718,0.03,1.05577166666667,5.8480175
16105,1,38186,0.718,0.04,1.76751583333333,8.416535
14961,1,38186,0.718,0.05,2.35140583333333,11.3815533333333
16106,1,38186,0.718,0.06,3.14664416666667,12.3322208333333
16098,1,38186,0.718,0.07,3.8532275,14.2867208333333
16103,1,38186,0.718,0.08,4.43621916666667,15.4259775
16107,1,38186,0.718,0.09,5.58076833333333,18.034565
14960,1,38186,0.718,0.10,6.08226416666667,18.1684583333333
14963,1,38186,0.718,0.15,9.95032833333333,24.6315583333333
14962,1,38186,0.718,0.20,14.624725,30.2872583333333
14964,1,38186,0.718,0.25,18.5596,34.3588416666667
14965,1,38186,0.718,0.30,24.3471666666667,38.8919916666667
14966,1,38186,0.718,0.35,28.9917,40.6037333333333
14967,1,38186,0.718,0.40,34.3857916666667,44.547575
14968,1,38186,0.718,0.45,38.7190583333333,45.70265
14969,1,38186,0.718,0.50,44.619175,47.5265333333333
14970,1,38186,0.718,0.55,50.0829333333333,48.7081166666667
14973,1,38186,0.718,0.60,56.8764583333333,52.2418416666667
14978,1,38186,0.718,0.65,59.4809083333333,52.3606083333333
14999,1,38186,0.718,0.75,69.5426,54.240125
14992,1,38186,0.718,0.70,67.941575,54.7632166666667
15000,1,38186,0.718,0.80,79.1150083333333,56.4487416666667
15001,1,38186,0.718,0.85,82.2193916666667,57.0749
14971,1,38186,0.718,0.90,90.3270333333333,58.29575
14972,1,38186,0.718,0.95,93.0202583333333,58.99245
14975,1,38186,0.718,1.00,102.924,60.281825
14974,1,38186,0.718,1.05,110.679916666667,60.9397583333333
14976,1,38186,0.718,1.10,114.73025,61.28115
14981,1,38186,0.718,1.15,124.872166666667,62.2829416666667
14980,1,38186,0.718,1.20,127.190583333333,62.5568416666667
14984,1,38186,0.718,1.30,145.062,63.94885
14977,1,38186,0.718,1.25,139.784833333333,64.2264083333333
14985,1,38186,0.718,1.35,147.055416666667,65.2073666666667
14979,1,38186,0.718,1.40,150.422333333333,65.7699083333333
14994,1,38186,0.718,1.50,168.975666666667,66.5039583333333
14993,1,38186,0.718,1.55,181.4425,66.809775
14990,1,38186,0.718,1.45,166.672583333333,66.8961833333333
14982,1,38186,0.718,1.65,195.58675,67.8008333333333
14983,1,38186,0.718,1.60,182.458416666667,68.1194333333333
14986,1,38186,0.718,1.70,200.28425,68.3245416666667
14987,1,38186,0.718,1.75,201.59475,68.3498666666667
14988,1,65194,0.533,0.00,0.0,0.0
14989,1,65194,0.533,0.05,2.39497083333333,11.1003491666667
14991,1,65194,0.533,0.10,6.27226916666667,20.874075
14997,1,65194,0.533,0.15,10.6792916666667,27.653775
15007,1,65194,0.533,0.20,14.8906,31.481
15019,1,65194,0.533,0.25,20.0499833333333,36.264
15024,1,65194,0.533,0.30,22.6202166666667,38.5595666666667
15025,1,65194,0.533,0.35,29.6812333333333,43.0751333333333
15026,1,65194,0.533,0.40,33.5837833333333,44.8085083333333
14995,1,65194,0.533,0.45,40.726825,47.2735583333333
14996,1,65194,0.533,0.50,45.0579916666667,48.23375
14998,1,65194,0.533,0.55,51.089125,51.3499083333333
15008,1,65194,0.533,0.65,60.2022416666667,53.3657333333333
15006,1,65194,0.533,0.60,56.418975,53.6825416666667
15003,1,65194,0.533,0.70,65.5187916666667,55.2216583333333
15002,1,65194,0.533,0.75,73.6302166666667,56.9369166666667
15005,1,65194,0.533,0.80,76.929,57.8922583333333
15004,1,65194,0.533,0.85,85.08925,59.6317166666667
15009,1,65194,0.533,0.90,89.8454416666667,60.0472083333333
15010,1,65194,0.533,0.95,98.2111333333334,60.8139083333333
15011,1,65194,0.533,1.00,105.071333333333,62.1880083333333
15013,1,65194,0.533,1.10,116.160833333333,62.6018833333333
15012,1,65194,0.533,1.05,114.21675,63.0346416666667
15023,1,65194,0.533,1.20,126.918666666667,64.3230083333333
15017,1,65194,0.533,1.15,121.9905,64.4291083333333
15022,1,65194,0.533,1.25,141.162833333333,64.9195416666667
15015,1,65194,0.533,1.30,146.235333333333,66.196075
15016,1,65194,0.533,1.40,155.652166666667,66.793875
15014,1,65194,0.533,1.35,151.823833333333,67.1327833333333
15029,1,65194,0.533,1.50,171.853916666667,67.7202166666667
15021,1,65194,0.533,1.45,163.0455,67.9028833333333
15030,1,65194,0.533,1.55,175.654083333333,68.9305916666667
15020,1,65194,0.533,1.60,182.50425,69.0938666666667
15036,1,65194,0.533,1.70,191.0125,69.454025
15037,1,65194,0.533,1.75,205.46725,69.9419833333333
15028,1,65194,0.533,1.65,190.861583333333,70.2524333333333
16121,1,65194,0.616,0.01,0.0,0.0
15018,1,65194,0.616,0.00,0.0,0.0
16127,1,65194,0.616,0.02,0.284465916666667,2.171255
16128,1,65194,0.616,0.03,1.066415,5.83251916666667
16129,1,65194,0.616,0.04,1.7585225,9.20057166666667
15033,1,65194,0.616,0.05,2.61973166666667,11.55397
16109,1,65194,0.616,0.06,3.05408083333333,12.7284341666667
16115,1,65194,0.616,0.07,4.0010675,15.6247033333333
16123,1,65194,0.616,0.08,4.68075166666667,16.84108
16136,1,65194,0.616,0.09,5.501075,18.4103333333333
15042,1,65194,0.616,0.10,6.04859,20.205125
16143,1,65194,0.616,0.11,7.1707475,21.189025
16144,1,65194,0.616,0.12,7.57587666666667,22.1714583333333
16145,1,65194,0.616,0.13,8.80036416666667,23.9786333333333
16108,1,65194,0.616,0.14,9.47573916666667,25.8366333333333
15043,1,65194,0.616,0.15,10.630625,27.069175
15031,1,65194,0.616,0.20,14.224025,30.9656333333333
15039,1,65194,0.616,0.25,19.3648,35.092
15047,1,65194,0.616,0.30,23.78965,39.0763666666667
15048,1,65194,0.616,0.35,29.2640916666667,41.9903916666667
15027,1,65194,0.616,0.40,33.7964333333333,44.1530416666667
15044,1,65194,0.616,0.45,38.224375,46.897975
15055,1,65194,0.616,0.50,44.3657083333333,48.5772083333333
15056,1,65194,0.616,0.55,50.72285,50.7681583333333
15032,1,65194,0.616,0.60,53.4721333333333,51.6055416666667
15051,1,65194,0.616,0.70,66.9026666666667,55.153025
15035,1,65194,0.616,0.75,72.963675,55.4776583333333
15049,1,65194,0.616,0.65,63.943,55.5132916666667
15034,1,65194,0.616,0.80,76.8487416666667,57.210675
15038,1,65194,0.616,0.85,82.9476833333333,57.832375
15041,1,65194,0.616,0.90,93.04935,59.30865
15050,1,65194,0.616,0.95,96.7573166666667,59.9336583333333
15052,1,65194,0.616,1.00,103.546833333333,61.3496583333333
15045,1,65194,0.616,1.05,108.553916666667,61.7026666666667
15040,1,65194,0.616,1.15,119.910416666667,62.4291166666667
15046,1,65194,0.616,1.10,117.643916666667,63.6146
15061,1,65194,0.616,1.20,131.475916666667,64.0650333333333
15063,1,65194,0.616,1.25,136.906083333333,64.40445
15064,1,65194,0.616,1.30,144.181083333333,65.1959416666667
15053,1,65194,0.616,1.35,149.619833333333,65.8145333333333
15054,1,65194,0.616,1.40,153.2365,66.54015
15058,1,65194,0.616,1.45,163.600666666667,66.8212916666667
15060,1,65194,0.616,1.55,173.253833333333,67.2101833333333
15057,1,65194,0.616,1.50,166.85025,67.558175
15059,1,65194,0.616,1.60,183.1945,67.7153333333333
15062,1,65194,0.616,1.65,188.48875,68.6471416666667
15070,1,65194,0.616,1.70,196.642,69.130125
15078,1,65194,0.616,1.75,205.27975,70.1849916666667
16687,1,65194,0.633,0.014,0.0,0.0
15079,1,65194,0.633,0.00,0.0,0.0
16668,1,65194,0.633,0.01,0.0,0.0
16678,1,65194,0.633,0.011,0.0,0.0
16114,1,65194,0.633,0.01,0.0,0.0
16683,1,65194,0.633,0.012,0.0,0.0
16686,1,65194,0.633,0.013,0.0,0.0
16688,1,65194,0.633,0.015,0.0,0.0
16669,1,65194,0.633,0.016,0.0335969416666667,0.2461335
16676,1,65194,0.633,0.017,0.0994802166666667,0.717862166666667
16670,1,65194,0.633,0.019,0.24172275,1.64983383333333
16677,1,65194,0.633,0.018,0.223407166666667,2.20795083333333
16680,1,65194,0.633,0.021,0.47585825,3.27699166666667
16681,1,65194,0.633,0.022,0.531740166666667,3.34865166666667
16122,1,65194,0.633,0.02,0.394123083333333,3.374755
16667,1,65194,0.633,0.023,0.593905166666667,3.799
16674,1,65194,0.633,0.025,0.752021166666667,4.57556
16675,1,65194,0.633,0.024,0.68459,4.58766333333333
16679,1,65194,0.633,0.026,0.838464416666667,5.2517175
16685,1,65194,0.633,0.028,0.965981666666667,5.65571916666667
16684,1,65194,0.633,0.029,1.06187916666667,5.70705166666667
16682,1,65194,0.633,0.027,0.905871,5.78683333333333
16135,1,65194,0.633,0.03,0.992699333333333,6.21733083333333
16140,1,65194,0.633,0.04,1.79373416666667,8.69266666666667
15065,1,65194,0.633,0.05,2.32353,10.78344
16141,1,65194,0.633,0.06,3.13858083333333,12.5263416666667
16142,1,65194,0.633,0.07,3.88695,15.4054658333333
16117,1,65194,0.633,0.08,4.8504825,16.6964775
16124,1,65194,0.633,0.09,5.37763416666667,18.6798833333333
15073,1,65194,0.633,0.10,6.16754916666667,19.2362583333333
15080,1,65194,0.633,0.15,10.5472,26.4393583333333
15081,1,65194,0.633,0.20,15.0888916666667,31.7541083333333
15066,1,65194,0.633,0.25,19.1529333333333,34.7731666666667
15071,1,65194,0.633,0.30,23.850175,39.4228583333333
15072,1,65194,0.633,0.35,29.0668916666667,42.4999083333333
15069,1,65194,0.633,0.40,33.8458916666667,44.174225
15074,1,65194,0.633,0.45,39.9380166666667,46.4905166666667
15082,1,65194,0.633,0.50,45.2812583333333,48.8594583333333
15083,1,65194,0.633,0.55,50.7146083333333,50.8433083333333
15067,1,65194,0.633,0.60,56.312025,52.1914833333333
15068,1,65194,0.633,0.65,61.7624583333333,53.7453916666667
15075,1,65194,0.633,0.70,66.831525,54.6191583333333
15076,1,65194,0.633,0.75,71.2785416666667,55.227075
15077,1,65194,0.633,0.80,77.1665083333333,57.060825
15086,1,65194,0.633,0.85,86.284425,58.41085
15093,1,65194,0.633,0.90,90.5478,59.0800416666667
15094,1,65194,0.633,0.95,96.9920083333333,60.4583916666667
15084,1,65194,0.633,1.00,100.980333333333,61.2955833333333
15089,1,65194,0.633,1.05,108.59575,61.9539583333333
15090,1,65194,0.633,1.10,116.317833333333,63.1869
15085,1,65194,0.633,1.15,121.999,63.1992666666667
15088,1,65194,0.633,1.20,129.570583333333,63.5707666666667
15095,1,65194,0.633,1.25,133.814333333333,64.44535
15105,1,65194,0.633,1.30,145.106333333333,64.9663666666667
15110,1,65194,0.633,1.35,147.137833333333,65.298075
15112,1,65194,0.633,1.40,155.825666666667,66.86335
15092,1,65194,0.633,1.50,173.346166666667,67.0053833333333
15096,1,65194,0.633,1.55,175.899916666667,67.429125
15113,1,65194,0.633,1.45,165.549,67.5832583333333
15101,1,65194,0.633,1.60,187.035416666667,68.3304
15120,1,65194,0.633,1.70,197.33025,68.5753583333333
15111,1,65194,0.633,1.65,192.291333333333,69.05135
15121,1,65194,0.633,1.75,208.4225,70.387875
15122,1,65194,0.634,0.00,0.0,0.0
15087,1,65194,0.634,0.05,2.4900075,11.0570391666667
15091,1,65194,0.634,0.10,6.42969916666667,19.5386666666667
15098,1,65194,0.634,0.15,10.835475,26.5098333333333
15097,1,65194,0.634,0.20,14.6839333333333,32.08485
15103,1,65194,0.634,0.25,20.1394666666667,35.9416166666667
15108,1,65194,0.634,0.30,24.159375,38.7045333333333
15126,1,65194,0.634,0.35,28.4844083333333,41.89415
15127,1,65194,0.634,0.40,34.3616833333333,43.9204666666667
15100,1,65194,0.634,0.45,39.20855,46.6898916666667
15099,1,65194,0.634,0.50,44.191325,48.8694166666667
15102,1,65194,0.634,0.55,49.8828833333333,50.784675
15106,1,65194,0.634,0.60,53.4301666666667,51.1146333333333
15116,1,65194,0.634,0.70,63.65155,53.5491916666667
15115,1,65194,0.634,0.65,62.7635916666667,53.7511916666667
15104,1,65194,0.634,0.75,72.2861666666667,55.5112333333333
15109,1,65194,0.634,0.80,80.214075,57.316925
15123,1,65194,0.634,0.85,85.9173833333333,58.5518333333333
15124,1,65194,0.634,0.90,92.3875916666667,59.1101083333333
15107,1,65194,0.634,0.95,97.87875,60.3149416666667
15117,1,65194,0.634,1.00,102.348833333333,60.7485833333333
15129,1,65194,0.634,1.05,108.625333333333,61.436475
15130,1,65194,0.634,1.10,115.023083333333,61.82125
15114,1,65194,0.634,1.15,119.88525,62.4646583333333
15125,1,65194,0.634,1.20,128.301166666667,63.70465
15132,1,65194,0.634,1.25,138.33425,64.7856833333333
15144,1,65194,0.634,1.35,148.474083333333,65.75005
15140,1,65194,0.634,1.30,144.7815,66.065975
15145,1,65194,0.634,1.40,157.5665,66.3275416666667
15119,1,65194,0.634,1.50,173.74125,66.8728916666667
15146,1,65194,0.634,1.45,163.096916666667,67.238575
15118,1,65194,0.634,1.55,176.272583333333,67.892025
15134,1,65194,0.634,1.70,196.40425,68.1960916666667
15128,1,65194,0.634,1.60,183.92525,68.2042583333333
15131,1,65194,0.634,1.75,203.31425,69.012775
15133,1,65194,0.634,1.65,192.720916666667,69.1906833333333
15136,1,65194,0.718,0.00,0.0,0.0
16132,1,65194,0.718,0.01,0.0,0.0
16134,1,65194,0.718,0.02,0.258057416666667,1.70639333333333
16120,1,65194,0.718,0.03,1.12440083333333,6.12521916666667
16125,1,65194,0.718,0.04,1.729195,8.65724416666667
15139,1,65194,0.718,0.05,2.26482083333333,10.1867183333333
16131,1,65194,0.718,0.06,3.17353,12.6742708333333
16150,1,65194,0.718,0.07,4.0493725,13.7314608333333
16152,1,65194,0.718,0.08,4.496215,15.3852441666667
16153,1,65194,0.718,0.09,5.30034666666667,17.35065
15151,1,65194,0.718,0.10,6.01894666666667,18.6081166666667
15154,1,65194,0.718,0.15,10.1591916666667,25.3481833333333
15155,1,65194,0.718,0.20,14.436425,29.9008333333333
15156,1,65194,0.718,0.25,19.1436833333333,33.63025
15135,1,65194,0.718,0.30,23.890875,38.2600583333333
15137,1,65194,0.718,0.35,28.5785166666667,40.2836
15143,1,65194,0.718,0.40,33.4425583333333,43.5892166666667
15153,1,65194,0.718,0.45,38.3935083333333,45.3522416666667
15158,1,65194,0.718,0.50,43.267675,47.6235916666667
15159,1,65194,0.718,0.55,48.6311416666667,49.1818833333333
15160,1,65194,0.718,0.60,55.1025416666667,51.0968666666667
15138,1,65194,0.718,0.65,60.6399333333333,52.553375
15142,1,65194,0.718,0.70,65.6855666666667,53.789475
15150,1,65194,0.718,0.75,73.276275,55.4715166666667
15162,1,65194,0.718,0.85,85.2657583333333,56.5350833333333
15157,1,65194,0.718,0.80,78.3814333333333,56.5718083333333
15163,1,65194,0.718,0.90,89.19025,57.9561916666667
15164,1,65194,0.718,0.95,98.0300333333333,59.4129916666667
15141,1,65194,0.718,1.00,101.062166666667,59.769375
15147,1,65194,0.718,1.05,110.7865,61.2278333333333
15152,1,65194,0.718,1.10,116.83275,61.9566166666667
15165,1,65194,0.718,1.20,128.624083333333,62.6850083333333
15161,1,65194,0.718,1.15,120.194916666667,62.7155
15166,1,65194,0.718,1.25,134.2805,63.4617583333333
15167,1,65194,0.718,1.30,139.806083333333,64.43765
15149,1,65194,0.718,1.35,146.208083333333,64.549625
15148,1,65194,0.718,1.40,155.311916666667,65.4299833333333
15168,1,65194,0.718,1.45,162.39125,65.9290166666667
15169,1,65194,0.718,1.50,164.44325,66.5700416666667
15174,1,65194,0.718,1.55,174.033833333333,66.6179666666667
15170,1,65194,0.718,1.65,187.392583333333,67.0046416666667
15175,1,65194,0.718,1.60,182.810833333333,67.4272333333333
15179,1,65194,0.718,1.70,198.682833333333,68.2613666666667
15182,1,65194,0.718,1.75,202.6485,69.2227416666667
15183,1,95262,0.533,0.00,0.0,0.0
15171,1,95262,0.533,0.05,2.56599333333333,12.3511583333333
15172,1,95262,0.533,0.10,6.29515083333333,20.8471416666667
15178,1,95262,0.533,0.15,10.3919833333333,26.5303083333333
15177,1,95262,0.533,0.20,14.8307833333333,32.0560583333333
15176,1,95262,0.533,0.25,19.540275,36.4096333333333
15180,1,95262,0.533,0.30,23.7884083333333,39.3574583333333
15185,1,95262,0.533,0.35,29.3291916666667,42.8907
15184,1,95262,0.533,0.40,34.6348,45.0997166666667
15173,1,95262,0.533,0.45,40.3343666666667,47.5927333333333
15181,1,95262,0.533,0.50,44.4055583333333,49.2663833333333
15188,1,95262,0.533,0.55,49.408675,50.5015916666667
15189,1,95262,0.533,0.60,54.64345,52.965875
15186,1,95262,0.533,0.65,61.37685,53.7193833333333
15191,1,95262,0.533,0.70,67.155825,55.5529666666667
15200,1,95262,0.533,0.75,74.6773,56.8238833333333
15201,1,95262,0.533,0.80,78.6251333333333,58.01215
15187,1,95262,0.533,0.85,85.713025,58.9575333333333
15192,1,95262,0.533,0.90,90.371325,59.9387083333333
15198,1,95262,0.533,0.95,97.2015416666667,60.5823
15199,1,95262,0.533,1.00,104.449583333333,61.325575
15190,1,95262,0.533,1.05,110.282166666667,62.7444083333333
15196,1,95262,0.533,1.10,117.519583333333,63.3127
15208,1,95262,0.533,1.15,125.18275,63.6827916666667
15193,1,95262,0.533,1.25,136.799666666667,64.6899666666667
15209,1,95262,0.533,1.20,128.264833333333,64.8054
15197,1,95262,0.533,1.30,144.176,65.8623416666667
15207,1,95262,0.533,1.35,151.049583333333,66.6178666666667
15194,1,95262,0.533,1.45,161.87325,67.3630583333333
15206,1,95262,0.533,1.40,158.06975,67.4174
15203,1,95262,0.533,1.55,178.227416666667,68.3355916666667
15202,1,95262,0.533,1.50,172.138916666667,68.395475
15195,1,95262,0.533,1.60,182.467583333333,68.47815
15204,1,95262,0.533,1.65,190.423666666667,69.4503666666667
15210,1,95262,0.533,1.70,195.838833333333,69.9801083333333
15219,1,95262,0.533,1.75,209.50825,70.7628333333333
15220,1,95262,0.616,0.00,0.0,0.0
15221,1,95262,0.616,0.05,2.52206,11.3221541666667
15205,1,95262,0.616,0.10,6.25802833333333,19.778325
